http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:People_for_the_Ethical_Treatment_of_Animals,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Animals,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Animal_shelters,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Mice,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Amphibians,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Fish,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Marine_mammals,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Polar_bears,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Dog_breeding,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Penguins,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Bees,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Zoology,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Koalas,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Reptiles,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Donkeys,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Horses,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Dogs,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Livestock,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Cats,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Insects,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Chimpanzees,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Arctic_birds,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Veterinarians,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Animal_training,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Falconry,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Horse_training,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Terriers,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Hounds,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Spaniels,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Animals,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Pigeons_and_doves,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Hummingbirds,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Parrots,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Songbirds,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Birds_of_prey,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Waterfowl,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Mammals,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Octopuses,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Squid,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Leather,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Humane_Society,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Flies,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Beetles,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Spiders,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Barns,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Goats,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Sheep,
http://en.wikipedia.org/wiki/Category:Animals,Animals,http://dbpedia.org/resource/Category:Cattle,
http://en.wikipedia.org/wiki/Category:Arts,Arts,http://dbpedia.org/resource/Category:Off-Broadway_plays,
http://en.wikipedia.org/wiki/Category:Arts,Arts,http://dbpedia.org/resource/Category:Broadway_plays,
http://en.wikipedia.org/wiki/Category:Arts,Arts,http://dbpedia.org/resource/Category:Surrealist_plays,
http://en.wikipedia.org/wiki/Category:Arts,Arts,http://dbpedia.org/resource/Category:Symbolist_plays,
http://en.wikipedia.org/wiki/Category:Arts,Arts,http://dbpedia.org/resource/Category:Expressionist_plays,
http://en.wikipedia.org/wiki/Category:Arts,Arts,http://dbpedia.org/resource/Category:Capoeira,
http://en.wikipedia.org/wiki/Category:Arts,Arts,http://dbpedia.org/resource/Category:Rock_operas,
http://en.wikipedia.org/wiki/Category:Arts,Arts,http://dbpedia.org/resource/Category:Musicals,
http://en.wikipedia.org/wiki/Category:Arts,Arts,http://dbpedia.org/resource/Category:Public_art,
http://en.wikipedia.org/wiki/Category:Arts,Arts,http://dbpedia.org/resource/Category:Modern_art,
http://en.wikipedia.org/wiki/Category:Arts,Arts,http://dbpedia.org/resource/Category:Contemporary_art,
http://en.wikipedia.org/wiki/Category:Arts,Arts,http://dbpedia.org/resource/Category:Video_art,
http://en.wikipedia.org/wiki/Category:Arts,Arts,http://dbpedia.org/resource/Category:Psychedelic_art,
http://en.wikipedia.org/wiki/Category:Arts,Arts,http://dbpedia.org/resource/Category:Glass_art,
http://en.wikipedia.org/wiki/Category:Arts,Arts,http://dbpedia.org/resource/Category:Folk_art,
